latitud,longitud,property_surface_total,property_surface_covered
-34.5728929,-58.4781891,45.0,42.0
-34.5788070916,-58.4066534496,261.0,261.0
-34.6042021,-58.426116,51.0,46.0
-34.5922793,-58.5131141,34.0,34.0
-34.616422,-58.3829237,50.0,47.0
-34.5622341526,-58.4681868553,46.0,46.0
-34.6196284,-58.4001809,29.0,24.0
-34.5540334,-58.4747536,100.0,62.0
-34.6032265,-58.5240252,316.0,102.0
-34.6016483,-58.4419071,38.0,37.0
-34.621914,-58.4860101,220.0,150.0
-34.5548233,-58.44961,89.0,51.0
-34.54348142,-58.46275078,57.0,54.0
-34.617,-58.4695,56.0,56.0
-34.573842,-58.4489284,92.0,43.0
-34.6070502992,-58.4288593961,100.0,100.0
-34.6338116,-58.4667151,150.0,124.0
-34.5917201,-58.4153922,35.0,34.0
-34.625386,-58.481458,58.0,58.0
-34.5693901,-58.4334761,50.0,44.0
-34.5899681,-58.448835,32.0,28.0
-34.642981,-58.504152,72.0,65.0
-34.6007458,-58.3767026,80.0,68.0
-34.6305379,-58.4192214,108.0,90.0
-34.6011307076,-58.4272203246,55.0,51.0
-34.5933257,-58.4050871,220.0,220.0
-34.6100458,-58.3613825,420.0,420.0
-34.6071778,-58.4307148,45.0,42.0
-34.624213,-58.443698,69.0,69.0
-34.5718631201,-58.4556729619,198.0,120.0
-34.5991959,-58.4836201,41.0,37.0
-34.624838,-58.4317838,55.0,45.0
-34.5763368,-58.4633606,167.0,130.0
-34.6070250509,-58.3894139529,36.0,36.0
-34.5938532,-58.3900758,149.0,134.0
-34.5840833,-58.3994413,117.0,100.0
-34.6208013,-58.4424463,173.0,153.0
-34.6159435,-58.3610148,55.0,55.0
-34.6095577,-58.362674,80.0,75.0
-34.5696078,-58.4808233,41.0,39.0
-34.6032353,-58.4431392,29.0,28.0
-34.6103838157,-58.5042224634,41.0,38.0
-34.5471775249,-58.4689749153,78.0,70.0
-34.5789357,-58.4889871,140.0,130.0
-34.6108393,-58.361767,325.0,325.0
-34.60922726,-58.42174452,52.0,46.0
-34.59882967,-58.44272495,60.0,58.0
-34.62152047,-58.37154103,41.0,35.0
-34.5676941,-58.4527023,115.0,105.0
-34.631006,-58.461971,33.0,29.0
-34.6211339,-58.433788,36.0,35.0
-34.617527,-58.450813,134.0,134.0
-34.5499812,-58.4830928,43.0,40.0
-34.5964544,-58.4087256,30.0,25.0
-34.629297,-58.453757,71.0,40.0
-34.6200762,-58.504097,50.0,47.0
-34.5942762,-58.4168676,66.0,63.0
-34.5694182,-58.4668376,48.0,44.0
-34.6030439,-58.4615754,82.0,70.0
-34.5930693,-58.3953678,57.0,47.0
-34.5738213,-58.4933404,90.0,53.0
-34.5660587,-58.4346187,36.0,30.0
-34.5967634,-58.4072874,30.0,20.0
-34.5972377,-58.4078482,55.0,55.0
-34.5742410595,-58.4971475599,47.0,42.0
-34.5618903,-58.4916172,145.0,115.0
-34.54348142,-58.46275078,69.0,64.0
-34.6274969,-58.4494324,29.0,28.0
-34.602409,-58.4933622,38.0,38.0
-34.5960517,-58.4277245,55.0,49.0
-34.5909233,-58.384214,318.0,318.0
-34.6093861,-58.3747019,36.0,36.0
-34.5551672,-58.4556523,56.0,47.0
-34.5936091,-58.3800092,96.0,90.0
-34.5772506,-58.4360596,50.0,44.0
-34.5952725,-58.3885878,66.0,40.0
-34.6077487,-58.5152412,58.0,46.0
-34.592981,-58.439405,100.0,69.0
-34.565136,-58.434305,156.0,150.0
-34.6383681,-58.4252599,88.0,78.0
-34.6039897,-58.4439854,246.0,187.0
-34.5776376,-58.4953844,63.0,41.0
-34.6174269,-58.5055073,172.0,148.0
-34.6088168,-58.4305617,55.0,52.0
-34.6148851,-58.475993,225.0,75.0
-34.609846,-58.434949,46.0,41.0
-34.6078604,-58.4512502,45.0,45.0
-34.5913208,-58.4043947,32.0,32.0
-34.5749795,-58.4839121,40.0,36.0
-34.5586412,-58.4550888,81.0,72.0
-34.592242564,-58.4042873815,109.0,101.0
-34.613368,-58.385273,32.0,30.0
-34.6290321,-58.37419,63.0,55.0
-34.5776433,-58.4722717,73.0,55.0
-34.588901,-58.4072275,108.0,108.0
-34.5412501,-58.4729664,94.0,77.0
-34.5910901,-58.3925668,140.0,116.0
-34.5715225,-58.4595529,120.0,110.0
-34.5940033868,-58.4221172333,30.0,30.0
-34.5935559011,-58.3955526352,96.0,96.0
-34.5895155408,-58.4347235815,122.0,80.0
-34.6250492,-58.4243463,52.0,49.0
-34.5742334,-58.4233549,93.0,86.0
-34.6269093,-58.3974489,60.0,54.0
-34.5920177,-58.3904132,216.0,195.0
-34.6491839,-58.5011478,38.0,35.0
-34.5529644,-58.454605,55.0,51.0
-34.6170899992,-58.4607943695,110.0,106.0
-34.5982599778,-58.3847708609,80.0,80.0
-34.6228974732,-58.4071355153,126.0,83.0
-34.6505925,-58.3868683,448.0,280.0
-34.6286134,-58.37209,87.0,75.0
-34.6334151,-58.3602593,72.0,69.0
-34.6447415,-58.5145366,187.0,102.0
-34.6036651,-58.377891,24.0,24.0
-34.6254571,-58.4152669,64.0,59.0
-34.6058992,-58.4150709,91.0,78.0
-34.572659,-58.47825,74.0,74.0
-34.603217,-58.440263,43.0,38.0
-34.602038,-58.4349293,77.0,70.0
-34.6066386718,-58.3901755079,105.0,105.0
-34.6274678,-58.3708529,42.0,40.0
-34.5851641,-58.4210092,31.0,26.0
-34.5771356,-58.4237048,32.0,32.0
-34.5837907,-58.475333,63.0,60.0
-34.600326,-58.399772,56.0,55.0
-34.6033517,-58.3632143,64.0,62.0
-34.5636403,-58.4409168,38.0,33.0
-34.576439,-58.4861475,59.0,52.0
-34.5692669,-58.4532502,46.0,44.0
-34.5633181,-58.4678018,73.0,73.0
-34.6157554,-58.4167651,65.0,60.0
-34.6184672,-58.4983944,75.0,65.0
-34.6380037,-58.4995216,75.0,65.0
-34.5464494,-58.4636687,74.0,74.0
-34.562337,-58.468009,36.0,30.0
-34.5777462,-58.4366136,51.0,51.0
-34.5798245,-58.4535175,73.0,67.0
-34.6101617,-58.5147673,49.0,49.0
-34.6214131821,-58.4595608711,39.0,36.0
-34.6030338,-58.4379364,72.0,67.0
-34.6203327,-58.4638494,55.0,50.0
-34.5632899,-58.4853558,46.0,38.0
-34.5577611355,-58.4518575143,49.0,43.0
-34.5871135,-58.4059004,19.0,19.0
-34.5980828,-58.408186,240.0,220.0
-34.6210071,-58.3796313,46.0,46.0
-34.5809352,-58.4058112,136.0,126.0
-34.583652,-58.5026,92.0,84.0
-34.5683355,-58.4987542,128.0,128.0
-34.5906204708,-58.448666927,33.0,30.0
-34.5506361175,-58.4575384855,50.0,45.0
-34.6290303,-58.4569566,637.0,637.0
-34.5981379,-58.5148659,116.0,104.0
-34.6238193,-58.3711531,869.0,750.0
-34.6033074,-58.4174695,150.0,135.0
-34.616795,-58.423425,68.0,48.0
-34.5921884,-58.3790738,186.0,170.0
-34.5974411917,-58.4449962371,67.0,61.0
-34.6045099,-58.3909082,64.0,64.0
-34.5925281,-58.3953043,24.0,24.0
-34.635718,-58.4797912,47.0,44.0
-34.5591561,-58.4589829,77.0,71.0
-34.5915767,-58.4999241,120.0,100.0
-34.6299649,-58.5043904,38.0,35.0
-34.5575319,-58.4563042,69.0,59.0
-34.5953023,-58.4051287,35.0,31.0
-34.56696,-58.493222,45.0,45.0
-34.6183039,-58.3967873,43.0,43.0
-34.6584048,-58.5129807,221.0,190.0
-34.6238297,-58.5085225,105.0,105.0
-34.6184018,-58.4197497,59.0,51.0
-34.6092344,-58.3957999,65.0,65.0
-34.5820981,-58.4488594,34.0,29.0
-34.55476263,-58.45024143,65.0,61.0
-34.5734535,-58.4846473,31.0,28.0
-34.5975046,-58.3782648,81.0,69.0
-34.5612628,-58.4590128,59.0,49.0
-34.6304666683,-58.4782616958,82.0,76.0
-34.5586931,-58.4426936,130.0,124.0
-34.5932224,-58.3991907,192.0,148.0
-34.5640788,-58.5019936,73.0,60.0
-34.5870133,-58.4749889,228.0,156.0
-34.565072,-58.455059,56.0,56.0
-34.597557,-58.506606,49.0,44.0
-34.5998506,-58.3763743,28.0,28.0
-34.6000067,-58.4933781,21.0,21.0
-34.6148427673,-58.459606349,39.0,32.0
-34.5783323,-58.4827702,50.0,47.0
-34.5920461,-58.3867764,159.0,152.0
-34.5401388,-58.4740171,260.0,260.0
-34.6051109,-58.4009117,116.0,108.0
-34.5863133,-58.4217498,55.0,54.0
-34.6104972,-58.3602957,334.0,334.0
-34.5960029,-58.3917916,38.0,38.0
-34.6184284,-58.4982907,72.0,65.0
-34.5708652,-58.4511472,47.0,45.0
-34.572126,-58.486722,90.0,80.0
-34.5966214,-58.4004487,59.0,51.0
-34.6190928,-58.4344259,107.0,94.0
-34.6177473,-58.3998082,61.0,52.0
-34.5623535377,-58.4623741482,56.0,56.0
-34.6191916,-58.5071904,94.0,74.0
-34.5598733,-58.4492538,131.0,119.0
-34.5530595,-58.4457848,53.0,48.0
-34.5653818,-58.4341155,322.0,252.0
-34.5681571,-58.4504339,60.0,55.0
-34.590588,-58.397561,35.0,30.0
-34.6314268,-58.4257209,48.0,41.0
-34.603358,-58.3941249,90.0,90.0
-34.608575,-58.382086,72.0,72.0
-34.5773779,-58.4387162,120.0,120.0
-34.5939764,-58.4059722,42.0,42.0
-34.55476263,-58.45024143,153.0,148.0
-34.5912754,-58.4185209,360.0,300.0
-34.6519199,-58.4901552,315.0,271.0
-34.6097289,-58.4215867,24.0,24.0
-34.5768008,-58.4137299,300.0,280.0
-34.5937741,-58.4517381,56.0,48.0
-34.5770629,-58.4054458,92.0,81.0
-34.5962819,-58.4197949,290.0,232.0
-34.552504141,-58.4656333923,36.0,34.0
-34.5460404,-58.4761924,58.0,43.0
-34.5929312,-58.3845673,147.0,147.0
-34.5592744,-58.4824481,190.0,170.0
-34.6013825,-58.437291,69.0,62.0
-34.5850062,-58.4245177,58.0,49.0
-34.5656762,-58.4334075,250.0,250.0
-34.5818367,-58.4127388,108.0,104.0
-34.5570986,-58.4797284,89.0,73.0
-34.5819099,-58.4493808,35.0,30.0
-34.5678144,-58.4697201,46.0,46.0
-34.6137139216,-58.3630657196,32.0,32.0
-34.5871091113,-58.3878614799,84.0,84.0
-34.5453211,-58.4602089,74.0,52.0
-34.5538625,-58.4589075,68.0,58.0
-34.6123237,-58.4048784,77.0,68.0
-34.6182431,-58.4251145,121.0,101.0
-34.60265823,-58.4546041489,34.0,34.0
-34.5845871,-58.4005128,204.0,200.0
-34.587775,-58.43985,40.0,34.0
-34.5933611,-58.4283236,61.0,52.0
-34.5934082,-58.3931553,132.0,129.0
-34.54348142,-58.46275078,32.0,29.0
-34.5914019,-58.3798058,110.0,110.0
-34.6025725,-58.4127242,50.0,50.0
-34.5728385,-58.4399572,49.0,45.0
-34.6064996,-58.4356338,57.0,51.0
-34.5743455,-58.4733983,35.0,32.0
-34.635301,-58.462549,169.0,169.0
-34.5790932,-58.4598329,65.0,47.0
-34.6012496,-58.3980545,43.0,32.0
-34.6106416881,-58.3972368213,29.0,26.0
-34.5693379,-58.4795556,75.0,56.0
-34.5606328,-58.4581939,150.0,145.0
-34.5879708,-58.3842461,39.0,39.0
-34.5581785,-58.4736746,145.0,97.0
-34.5576535,-58.4471087,110.0,100.0
-34.6263362,-58.4673626,73.0,63.0
-34.6269829,-58.4508803,107.0,91.0
-34.6024834,-58.3923455,123.0,123.0
-34.6269158,-58.4833717,386.0,336.0
-34.6364881,-58.4532854,58.0,58.0
-34.591377,-58.3981162,23.0,23.0
-34.5979253,-58.5041891,84.0,71.0
-34.59199,-58.396196,135.0,128.0
-34.5628094,-58.4767578,49.0,46.0
-34.6295768,-58.3980713,57.0,50.0
-34.591553,-58.3970025,39.0,39.0
-34.5991425,-58.385094,41.0,35.0
-34.5982582,-58.4104287,79.0,68.0
-34.6201716782,-58.5089399852,58.0,37.0
-34.593974,-58.501535,142.0,126.0
-34.6057724348,-58.4269319455,58.0,58.0
-34.6237633,-58.4293928,47.0,40.0
-34.5538372,-58.4496785,45.0,37.0
-34.5762964,-58.4561938,274.0,274.0
-34.5741288,-58.4848509,72.0,68.0
-34.572973,-58.4796549,43.0,40.0
-34.6225963,-58.4204802,50.0,38.0
-34.604968,-58.5016673,140.0,94.0
-34.5707925032,-58.4861172325,36.0,33.0
-34.573855,-58.42234154,39.0,39.0
-34.602043,-58.4200908,45.0,45.0
-34.6055475,-58.4176113,40.0,37.0
-34.5557703,-58.4577542,80.0,80.0
-34.6295089964,-58.4478771687,51.0,49.0
-34.619437,-58.3994364,44.0,40.0
-34.599944,-58.429566,50.0,43.0
-34.6009428,-58.402444,116.0,100.0
-34.5936771,-58.4162226,80.0,72.0
-34.5998052,-58.4059597,25.0,25.0
-34.6042021,-58.426116,36.0,32.0
-34.5700355,-58.5040341,90.0,55.0
-34.5916933,-58.4424718,32.0,28.0
-34.6032656,-58.4021246,83.0,83.0
-34.6050571,-58.4538301,64.0,64.0
-34.5681451,-58.4469378,52.0,52.0
-34.5605195,-58.4446098,125.0,120.0
-34.629469,-58.452123,40.0,33.0
-34.588083,-58.419945,25.0,25.0
-34.61419625,-58.3733405966,37.0,32.0
-34.6527383,-58.4152176,80.0,68.0
-34.6120159,-58.3978831,71.0,65.0
-34.6511366,-58.5208461,91.0,75.0
-34.5532829,-58.463747,34.0,31.0
-34.6222421,-58.4799722,154.0,154.0
-34.6079275,-58.4473535,51.0,45.0
-34.611319,-58.4490927,61.0,56.0
-34.5959775,-58.4394582,52.0,52.0
-34.5697462,-58.4398372,230.0,220.0
-34.562966,-58.4396129,184.0,184.0
-34.6245423,-58.3759895,33.0,33.0
-34.5678575,-58.446164,390.0,390.0
-34.5672318,-58.4909378,50.0,43.0
-34.6330175,-58.4090377,36.0,31.0
-34.5911819,-58.3786205,330.0,300.0
-34.626611,-58.4716105,50.0,47.0
-34.5830426,-58.4441009,54.0,30.0
-34.6223707,-58.4661491,62.0,54.0
-34.6462703,-58.5201662,44.0,42.0
-34.5669647012,-58.4729903983,76.0,68.0
-34.5829857,-58.4480188,42.0,38.0
-34.5585119,-58.4600407,57.0,57.0
-34.611029,-58.3840227,20.0,20.0
-34.5762314,-58.4014783,500.0,500.0
-34.6012805806,-58.3836221695,200.0,150.0
-34.5995119,-58.4052907,39.0,39.0
-34.6436841,-58.4768646,215.0,215.0
-34.5474364,-58.4712929,50.0,46.0
-34.6181228,-58.3599552,64.0,60.0
-34.595608,-58.40995,47.0,47.0
-34.6166228,-58.4167428,42.0,36.0
-34.5872214,-58.40687,38.0,38.0
-34.6083,-58.3712,47.0,46.0
-34.609414,-58.497015,102.0,73.0
-34.5644484,-58.4679366,75.0,75.0
-34.582915,-58.433125,68.0,58.0
-34.5370584,-58.4668603,49.0,46.0
-34.5837551,-58.4436967,35.0,31.0
-34.616352,-58.374587,64.0,44.0
-34.5863961,-58.5002729,132.0,97.0
-34.6148913,-58.4171929,140.0,55.0
-34.5998499206,-58.3792877197,73.0,73.0
-34.5759437771,-58.458228777,46.0,41.0
-34.5815579,-58.4650758,79.0,69.0
-34.5663802,-58.4326255,18.0,18.0
-34.5873109,-58.4321954,95.0,95.0
-34.600574086,-58.3845806087,294.0,250.0
-34.6078982,-58.3899301,82.0,77.0
-34.5806283,-58.4148231,59.0,50.0
-34.5738992,-58.5080804,78.0,72.0
-34.5737081,-58.4228956,29.0,29.0
-34.6000714,-58.436597,44.0,40.0
-34.6204561,-58.4410367,143.0,130.0
-34.5968186228,-58.3806822069,34.0,34.0
-34.5980727,-58.4446815,76.0,65.0
-34.586191,-58.440431,49.0,45.0
-34.5745667333,-58.4732522966,36.0,36.0
-34.6503195,-58.5008798,109.0,82.0
-34.6079338,-58.4497174,43.0,39.0
-34.6154534804,-58.3837631593,72.0,66.0
-34.6065263,-58.4472351,39.0,37.0
-34.636686,-58.428383,74.0,71.0
-34.6036706,-58.4179781,50.0,42.0
-34.5866673,-58.3984632,50.0,50.0
-34.6386009,-58.4207246,24.0,22.0
-34.620559,-58.461123,125.0,102.0
-34.5787274,-58.4531989,46.0,46.0
-34.61717,-58.457078,108.0,52.0
-34.5750393,-58.4359291,77.0,68.0
-34.62298584,-58.37167358,35.0,35.0
-34.607406,-58.4216383,48.0,40.0
-34.5683397,-58.4431345,60.0,53.0
-34.5875659479,-58.3895758794,127.0,118.0
-34.6178562,-58.4680411,67.0,57.0
-34.619219,-58.427019,44.0,44.0
-34.6183076,-58.4860561,42.0,32.0
-34.5633555,-58.483243,54.0,50.0
-34.5635985,-58.490206,85.0,65.0
-34.5963901041,-58.4402449288,32.0,30.0
-34.6106943,-58.4224905,115.0,110.0
-34.6041442,-58.4555736,65.0,42.0
-34.6099278,-58.4318163,43.0,37.0
-34.5793223,-58.4795275,61.0,55.0
-34.5901759,-58.3899023,112.0,110.0
-34.6004989,-58.3796978,40.0,40.0
-34.6287866,-58.3651536,66.0,56.0
-34.6104972,-58.3602957,334.0,334.0
-34.5499553,-58.4505659,45.0,39.0
-34.5699686,-58.4417941,73.0,57.0
-34.622518,-58.412835,68.0,52.0
-34.62152047,-58.37154103,34.0,31.0
-34.565347,-58.465582,95.0,56.0
-34.5880865,-58.3841683,51.0,51.0
-34.5694697,-58.4455669,56.0,31.0
-34.5929492,-58.4044952,70.0,66.0
-34.5978273,-58.3857319,76.0,70.0
-34.5929961,-58.4488439,37.0,34.0
-34.5903059,-58.4358706,32.0,32.0
-34.5397235708,-58.4709498127,270.0,200.0
-34.5989901,-58.3715441,39.0,39.0
-34.6035162,-58.3779039,25.0,25.0
-34.5925838,-58.391045,190.0,190.0
-34.5945702,-58.4460384,34.0,33.0
-34.598424,-58.4183612,50.0,26.0
-34.5935034,-58.3801776,246.0,201.0
-34.5937523,-58.5029346,33.0,32.0
-34.6236829,-58.5067468,48.0,41.0
-34.5965895,-58.442685,40.0,40.0
-34.5816337,-58.4318219,50.0,45.0
-34.5765366,-58.4231915,43.0,40.0
-34.5833059,-58.4025456,70.0,60.0
-34.55476263,-58.45024143,165.0,150.0
-34.6451893,-58.436519,70.0,64.0
-34.5914789,-58.3860063,383.0,330.0
-34.6349214,-58.4757463,420.0,350.0
-34.5840637777,-58.4025176688,59.0,59.0
-34.5771537257,-58.4222690963,29.0,29.0
-34.6022498,-58.4695719,64.0,62.0
-34.5531721661,-58.477241993,64.0,56.0
-34.5666986,-58.4336944,50.0,46.0
-34.5955037,-58.4284039,84.0,75.0
-34.5670546,-58.4732055,79.0,66.0
-34.5863145,-58.4997804,54.0,48.0
-34.5668725,-58.462799,96.0,92.0
-34.6264016424,-58.4567311821,40.0,40.0
-34.5433833,-58.4614536,316.0,296.0
-34.5942430331,-58.4202325934,140.0,140.0
-34.6215842,-58.4609786,128.0,105.0
-34.5616786,-58.4586887,167.0,146.0
-34.5567286893,-58.4582519531,30.0,30.0
-34.5785089,-58.4281031,40.0,31.0
-34.5872918,-58.3991394,105.0,100.0
-34.6030168,-58.4611287,59.0,40.0
-34.5739787429,-58.4387142933,44.0,38.0
-34.6114843,-58.4072348,68.0,63.0
-34.6380355,-58.3748719,108.0,96.0
-34.596368,-58.398667,24.0,24.0
-34.5966483,-58.3853062,34.0,31.0
-34.6137526,-58.4831786,140.0,60.0
-34.6058603,-58.5013153,67.0,45.0
-34.6148273,-58.4459443,86.0,74.0
-34.566266,-58.487928,70.0,42.0
-34.6206126,-58.5023359,59.0,47.0
-34.6065254,-58.4307402,47.0,40.0
-34.6005497912,-58.4103179651,41.0,41.0
-34.5616426891,-58.4513735352,60.0,53.0
-34.6302355,-58.4627451,149.0,90.0
-34.6075323,-58.4457706,68.0,58.0
-34.5736541732,-58.4224448005,63.0,58.0
-34.5745905,-58.4408121,38.0,36.0
-34.6185165,-58.3772331,110.0,65.0
-34.6208319093,-58.3680438767,125.0,107.0
-34.5728565,-58.483541,73.0,66.0
-34.5802591,-58.4832368,55.0,51.0
-34.5922344224,-58.4029886391,63.0,56.0
-34.615286,-58.45881,48.0,48.0
-34.562874,-58.4402692,213.0,213.0
-34.5784089,-58.4914463,41.0,37.0
-34.592926,-58.395091,106.0,102.0
-34.5485741,-58.481044,70.0,66.0
-34.6461901,-58.5216591,59.0,59.0
-34.5613612,-58.4637579,88.0,77.0
-34.6121972,-58.4917248,34.0,34.0
-34.5518795,-58.4431926,275.0,275.0
-34.6030007,-58.4034258,81.0,69.0
-34.551398,-58.4647104,88.0,80.0
-34.5528356,-58.4780468,65.0,58.0
-34.5683129,-58.4517525,76.0,65.0
-34.5639931,-58.4511424,89.0,84.0
-34.568588,-58.434787,43.0,40.0
-34.6127425,-58.4066471,28.0,28.0
-34.5656655,-58.4578428,161.0,122.0
-34.5904629,-58.4224358,57.0,53.0
-34.575396,-58.4386443,40.0,36.0
-34.5796924,-58.439649,31.0,29.0
-34.6026714765,-58.4445887804,35.0,35.0
-34.5754948748,-58.4207917727,86.0,86.0
-34.58226,-58.409355,36.0,31.0
-34.5564645,-58.449196,121.0,104.0
-34.55054,-58.4708588,99.0,99.0
-34.6118265,-58.415309,158.0,158.0
-34.6046439,-58.4184837,47.0,40.0
-34.5727217,-58.4835659,49.0,43.0
-34.6248723,-58.4626099,165.0,145.0
-34.6071031,-58.4224627,32.0,30.0
-34.586045,-58.440394,61.0,56.0
-34.6863246,-58.4588007,54.0,54.0
-34.5887345,-58.3906146,217.0,110.0
-34.5657344,-58.4649426,77.0,67.0
-34.617989,-58.5098753,47.0,39.0
-34.6128955,-58.3760141,324.0,324.0
-34.5992898,-58.4131779,25.0,21.0
-34.5539553,-58.4672179,34.0,30.0
-34.6009263,-58.3938124,49.0,42.0
-34.5902266,-58.4085008,98.0,84.0
-34.6115181,-58.3738937,41.0,37.0
-34.6066763,-58.3914241,140.0,140.0
-34.5723045,-58.4430262,42.0,38.0
-34.5648286,-58.4975034,344.0,296.0
-34.6249951,-58.5109219,29.0,29.0
-34.5692823,-58.487148,49.0,47.0
-34.5796455,-58.431355,45.0,42.0
-34.5669362,-58.4541139,36.0,30.0
-34.6203801806,-58.4553605318,83.0,66.0
-34.6148535,-58.4307024,258.0,258.0
-34.55039215,-58.46770477,95.0,60.0
-34.614849,-58.4605379,42.0,35.0
-34.5603444,-58.4720967,42.0,39.0
-34.5544607,-58.4558439,34.0,30.0
-34.6165523,-58.3616714,90.0,78.0
-34.57536,-58.441559,47.0,42.0
-34.6218176,-58.3946176,74.0,70.0
-34.5540499,-58.4918149,43.0,43.0
-34.5630063,-58.4574819,88.0,79.0
-34.6389555,-58.4213052,190.0,190.0
-34.5585269,-58.4556696,92.0,42.0
-34.5415808,-58.4552346,56.0,50.0
-34.6356452,-58.4756681,148.0,80.0
-34.5854418591,-58.4207010269,61.0,61.0
-34.6188273,-58.4457457,75.0,72.0
-34.6032366593,-58.49635005,26.0,26.0
-34.6006416,-58.3909425,24.0,24.0
-34.5708876,-58.4668689,435.0,435.0
-34.5712013,-58.4466541,57.0,55.0
-34.5595153,-58.4455045,56.0,50.0
-34.5681241,-58.4714313,49.0,49.0
-34.5550145083,-58.4619426727,82.0,73.0
-34.5875525,-58.3870804,37.0,33.0
-34.5412501,-58.4729664,60.0,50.0
-34.5671667,-58.4495002,27.0,27.0
-34.613540268,-58.37246418,68.0,40.0
-34.6307776,-58.414449,55.0,43.0
-34.5837883,-58.399918,117.0,117.0
-34.5773729,-58.422798,36.0,36.0
-34.6094401707,-58.4308719635,31.0,29.0
-34.6229532,-58.4149933,27.0,27.0
-34.648377,-58.435995,99.0,85.0
-34.5956491,-58.3783402,56.0,56.0
-34.5976123,-58.4193162,58.0,49.0
-34.628066,-58.4320943,74.0,62.0
-34.6024071,-58.3767575,102.0,102.0
-34.60612,-58.385596,77.0,56.0
-34.5921785,-58.3962795,69.0,61.0
-34.6125502,-58.4434044,78.0,68.0
-34.5885808,-58.391435,57.0,37.0
-34.6054755,-58.4313146,41.0,38.0
-34.5752607,-58.4725011,45.0,37.0
-34.6060149,-58.4702373,32.0,32.0
-34.5739781,-58.4492568,47.0,45.0
-34.606885,-58.5124398,44.0,42.0
-34.5549933,-58.461813,67.0,60.0
-34.621652,-58.438866,77.0,74.0
-34.5478199,-58.4724606,52.0,48.0
-34.613841,-58.393867,63.0,53.0
-34.5444664,-58.4710322,34.0,29.0
-34.5669752,-58.4535227,110.0,100.0
-34.6033734,-58.5129073,405.0,303.0
-34.6016993,-58.4924189,53.0,45.0
-34.6305168,-58.3771427,45.0,41.0
-34.6191653,-58.3604664,46.0,40.0
-34.6023244297,-58.3647362851,121.0,111.0
-34.5918741,-58.4996354,38.0,34.0
-34.54348142,-58.46275078,53.0,53.0
-34.6090662723,-58.4005882265,53.0,50.0
-34.6004925,-58.4045251,125.0,110.0
-34.5946658,-58.3886644,86.0,74.0
-34.567258,-58.4544909,50.0,50.0
-34.6109107,-58.4385155,61.0,59.0
-34.573855,-58.42234154,90.0,60.0
-34.625958,-58.383989,18.0,18.0
-34.5620844,-58.4566864,35.0,33.0
-34.62116,-58.463218,151.0,106.0
-34.630314,-58.467535,62.0,55.0
-34.5692354,-58.4316178,56.0,42.0
-34.5540511,-58.4652887,41.0,34.0
-34.5768141,-58.4658499,300.0,280.0
-34.5976132,-58.4323761,110.0,94.0
-34.5800597,-58.4338269,100.0,53.0
-34.5670482,-58.449419,320.0,290.0
-34.5974896,-58.5113522,370.0,300.0
-34.5541378,-58.462097,103.0,90.0
-34.6311687,-58.5096206,70.0,60.0
-34.57154052,-58.4878555,60.0,58.0
-34.6282465,-58.4844109,47.0,40.0
-34.5858184,-58.4498092,90.0,75.0
-34.5988141,-58.4266655,37.0,37.0
-34.5553669,-58.442123,169.0,145.0
-34.5979121,-58.4872104,148.0,127.0
-34.596863,-58.416932,44.0,40.0
-34.61682542,-58.44360306,156.0,129.0
-34.619219,-58.427019,44.0,44.0
-34.6313869,-58.484634,71.0,70.0
-34.6065693,-58.4505089,64.0,61.0
-34.608408,-58.5108562,94.0,55.0
-34.6052319841,-58.4822221259,44.0,41.0
-34.6476292,-58.5044664,93.0,51.0
-34.5434881,-58.4615692,32.0,27.0
-34.5792054,-58.3989496,1000.0,990.0
-34.55476263,-58.45024143,200.0,164.0
-34.6246075,-58.3834963,75.0,64.0
-34.5558451,-58.4719524,85.0,67.0
-34.558549,-58.463706,36.0,34.0
-34.5900917,-58.4025633,62.0,53.0
-34.5652967,-58.483541,69.0,49.0
-34.5914665,-58.439353,163.0,153.0
-34.6048257,-58.4226562,38.0,38.0
-34.6134779,-58.4359553,47.0,43.0
-34.5941641,-58.3797389,195.0,195.0
-34.6162105,-58.3676721,55.0,55.0
-34.6397644,-58.455005,150.0,150.0
-34.6306493283,-58.4643259817,28.0,21.0
-34.6011593,-58.3981059,33.0,30.0
-34.5833344,-58.4053114,60.0,60.0
-34.632905,-58.4832284,256.0,146.0
-34.6045126,-58.404785,55.0,50.0
-34.6007048,-58.4385827,56.0,52.0
-34.612751,-58.4139073,150.0,145.0
-34.6062381972,-58.3982863267,78.0,70.0
-34.591769,-58.4093377,80.0,72.0
-34.5773672,-58.4392644,45.0,40.0
-34.6320445,-58.3586132,44.0,44.0
-34.6398505,-58.424099,235.0,205.0
-34.593233,-58.39654,176.0,164.0
-34.6206673,-58.4402058,70.0,70.0
-34.6246649,-58.3728101,49.0,49.0
-34.5794509644,-58.4331177614,32.0,27.0
-34.6460884,-58.4531652,63.0,60.0
-34.6181249,-58.5194504,168.0,90.0
-34.6183291,-58.5057331,140.0,75.0
-34.5754604,-58.4196081,192.0,192.0
-34.58,-58.5001,57.0,40.0
-34.5616786,-58.4586887,167.0,146.0
-34.5680294,-58.4768942,90.0,63.0
-34.6288267,-58.4490403,118.0,104.0
-34.6012902,-58.4338602,34.0,34.0
-34.6141545,-58.4790312,33.0,29.0
